nSim	inference	data	correct_inference	combination	param	median	q97_5	q2_5
60	heterogeneous	heterogeneous	correct	flu	alpha	0.000231729	0.0007455355	1.21836125e-05
60	heterogeneous	heterogeneous	correct	flu	beta	0.456879904533377	0.521271823286961	0.399339877396611
60	heterogeneous	heterogeneous	correct	flu	pInf	0.366743612830205	0.406235059577008	0.329237294651833
60	heterogeneous	heterogeneous	correct	flu	rInfSC	1.0343096009739	1.26321608252173	0.850279626143818
60	heterogeneous	heterogeneous	correct	flu	rSC	1.77604278687732	2.08540407502464	1.50935772037239
600	heterogeneous	heterogeneous	correct	flu	alpha	0.000336969	0.00091852125	3.9007975e-05
600	heterogeneous	heterogeneous	correct	flu	beta	0.495543445157031	0.564958658705664	0.436147502788958
600	heterogeneous	heterogeneous	correct	flu	pInf	0.390760269574256	0.431616355500565	0.3534776417186
600	heterogeneous	heterogeneous	correct	flu	rInfSC	1.16426227381715	1.40077583838126	0.967384643927095
600	heterogeneous	heterogeneous	correct	flu	rSC	1.6074314827387	1.89666416727238	1.37922297721637
601	heterogeneous	heterogeneous	correct	flu	alpha	0.0002935625	0.000898333625	2.009385e-05
601	heterogeneous	heterogeneous	correct	flu	beta	0.493491472029923	0.555654085527518	0.431736925532976
601	heterogeneous	heterogeneous	correct	flu	pInf	0.389508843812762	0.426303096084083	0.350619810159273
601	heterogeneous	heterogeneous	correct	flu	rInfSC	0.977952072463012	1.17165356299346	0.81770247345994
601	heterogeneous	heterogeneous	correct	flu	rSC	1.99618927512208	2.29951937781905	1.71487171657486
602	heterogeneous	heterogeneous	correct	flu	alpha	0.000157904	0.000606133125	7.0896825e-06
602	heterogeneous	heterogeneous	correct	flu	beta	0.428062856254447	0.486571374045736	0.373778419114437
602	heterogeneous	heterogeneous	correct	flu	pInf	0.348229554334741	0.385269529313131	0.311870614380368
602	heterogeneous	heterogeneous	correct	flu	rInfSC	1.09113664309667	1.30307272148818	0.906113936321606
602	heterogeneous	heterogeneous	correct	flu	rSC	2.18061132386715	2.53657593371022	1.88822789945735
603	heterogeneous	heterogeneous	correct	flu	alpha	0.0001201925	0.000494439875	4.4411825e-06
603	heterogeneous	heterogeneous	correct	flu	beta	0.490886199284302	0.56036403168287	0.430592042178477
603	heterogeneous	heterogeneous	correct	flu	pInf	0.387916274378924	0.42899883648273	0.349875904316306
603	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00641387565487	1.1976554750141	0.837020778062665
603	heterogeneous	heterogeneous	correct	flu	rSC	1.76378508339261	2.05647706858664	1.50356677745837
604	heterogeneous	heterogeneous	correct	flu	alpha	9.51096e-05	0.000477059625	3.226275e-06
604	heterogeneous	heterogeneous	correct	flu	beta	0.527467180270682	0.597295169047194	0.467412614225175
604	heterogeneous	heterogeneous	correct	flu	pInf	0.409902308962677	0.449701879594033	0.37337851545411
604	heterogeneous	heterogeneous	correct	flu	rInfSC	0.933297246571476	1.11875600925053	0.778372361947695
604	heterogeneous	heterogeneous	correct	flu	rSC	1.81202423253584	2.09739904260561	1.55484581161246
605	heterogeneous	heterogeneous	correct	flu	alpha	0.0002988515	0.00095317425	1.5454975e-05
605	heterogeneous	heterogeneous	correct	flu	beta	0.491782387951644	0.56290929247165	0.427357397100069
605	heterogeneous	heterogeneous	correct	flu	pInf	0.388464570562976	0.430450305391187	0.347769590084391
605	heterogeneous	heterogeneous	correct	flu	rInfSC	1.01676648031909	1.23197254960469	0.837435252962089
605	heterogeneous	heterogeneous	correct	flu	rSC	1.76276218771587	2.07283614914099	1.5084424241191
606	heterogeneous	heterogeneous	correct	flu	alpha	0.000188512	0.000728556375	8.50409125e-06
606	heterogeneous	heterogeneous	correct	flu	beta	0.505057162976536	0.573783135112787	0.444549787387995
606	heterogeneous	heterogeneous	correct	flu	pInf	0.396528921761905	0.436609978120491	0.358887137350638
606	heterogeneous	heterogeneous	correct	flu	rInfSC	1.09966663699312	1.30949507051205	0.919015315856763
606	heterogeneous	heterogeneous	correct	flu	rSC	1.69282076032823	1.95629399624768	1.44287860417305
607	heterogeneous	heterogeneous	correct	flu	alpha	0.0001397235	0.000526686375	5.2282225e-06
607	heterogeneous	heterogeneous	correct	flu	beta	0.427271264665841	0.484269625898713	0.373287875384762
607	heterogeneous	heterogeneous	correct	flu	pInf	0.34771341387792	0.383852949687318	0.311532983737829
607	heterogeneous	heterogeneous	correct	flu	rInfSC	1.03379849108615	1.21814971003145	0.847324293747833
607	heterogeneous	heterogeneous	correct	flu	rSC	2.47836082056561	2.89001565163929	2.10777224727996
608	heterogeneous	heterogeneous	correct	flu	alpha	0.0001164745	0.000535689875	6.04168875e-06
608	heterogeneous	heterogeneous	correct	flu	beta	0.457823336581989	0.516478945765245	0.397854626120656
608	heterogeneous	heterogeneous	correct	flu	pInf	0.367340765921287	0.40338238520448	0.328240314181863
608	heterogeneous	heterogeneous	correct	flu	rInfSC	1.15927311266059	1.40171041315203	0.966379700650269
608	heterogeneous	heterogeneous	correct	flu	rSC	2.04933780885913	2.37372875701031	1.74941983062646
609	heterogeneous	heterogeneous	correct	flu	alpha	0.0003980855	0.0010090125	4.31774875e-05
609	heterogeneous	heterogeneous	correct	flu	beta	0.48097675555855	0.547906415611038	0.420534988410061
609	heterogeneous	heterogeneous	correct	flu	pInf	0.381820709511328	0.421841024634951	0.343304595670581
609	heterogeneous	heterogeneous	correct	flu	rInfSC	0.877785872914161	1.05201541898359	0.724158844278087
609	heterogeneous	heterogeneous	correct	flu	rSC	1.99453101137023	2.37134640902213	1.72913754862231
61	heterogeneous	heterogeneous	correct	flu	alpha	0.0002353235	0.0008105695	1.30111625e-05
61	heterogeneous	heterogeneous	correct	flu	beta	0.487701996766303	0.55277578406094	0.42798379463881
61	heterogeneous	heterogeneous	correct	flu	pInf	0.385964169549543	0.42464945462879	0.348178021643313
61	heterogeneous	heterogeneous	correct	flu	rInfSC	0.942858085736183	1.12165963007044	0.781603432195297
61	heterogeneous	heterogeneous	correct	flu	rSC	1.97636857505857	2.31488916667305	1.70008067472056
610	heterogeneous	heterogeneous	correct	flu	alpha	0.0005943775	0.00121025125	0.000143146125
610	heterogeneous	heterogeneous	correct	flu	beta	0.470722244331564	0.539041407497643	0.412822490318168
610	heterogeneous	heterogeneous	correct	flu	pInf	0.375448973043515	0.416692861690814	0.338220254854251
610	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00750338143348	1.21610082717016	0.824466099430006
610	heterogeneous	heterogeneous	correct	flu	rSC	1.960017600975	2.31766052028179	1.6729875115894
611	heterogeneous	heterogeneous	correct	flu	alpha	0.000225036	0.000791813625	1.43749e-05
611	heterogeneous	heterogeneous	correct	flu	beta	0.502831966420132	0.570517930488237	0.443082166209464
611	heterogeneous	heterogeneous	correct	flu	pInf	0.395184584840069	0.43476738723299	0.357945515399516
611	heterogeneous	heterogeneous	correct	flu	rInfSC	0.952662216720092	1.1419747940693	0.796942651436007
611	heterogeneous	heterogeneous	correct	flu	rSC	1.95600744281884	2.27788560342719	1.68805182190985
612	heterogeneous	heterogeneous	correct	flu	alpha	0.0002962805	0.000897606625	2.136745e-05
612	heterogeneous	heterogeneous	correct	flu	beta	0.506220274932051	0.575091482925918	0.442944448956214
612	heterogeneous	heterogeneous	correct	flu	pInf	0.397230417942722	0.437346577679123	0.357857110554758
612	heterogeneous	heterogeneous	correct	flu	rInfSC	0.897231144687494	1.0733584158595	0.736127182547084
612	heterogeneous	heterogeneous	correct	flu	rSC	1.88834945039589	2.19841031167255	1.61360203283493
613	heterogeneous	heterogeneous	correct	flu	alpha	0.000414046	0.001096125	3.13129125e-05
613	heterogeneous	heterogeneous	correct	flu	beta	0.432646557354402	0.495774406557983	0.374518611664101
613	heterogeneous	heterogeneous	correct	flu	pInf	0.351210237864812	0.390900965669226	0.312379771814484
613	heterogeneous	heterogeneous	correct	flu	rInfSC	1.11572649975389	1.34256467432497	0.922139181112726
613	heterogeneous	heterogeneous	correct	flu	rSC	2.05250092624997	2.43585184955187	1.76537231312875
614	heterogeneous	heterogeneous	correct	flu	alpha	0.0002051405	0.000744990875	1.31885125e-05
614	heterogeneous	heterogeneous	correct	flu	beta	0.502337796267327	0.568174947560845	0.441879833359283
614	heterogeneous	heterogeneous	correct	flu	pInf	0.394885628981033	0.433441501761291	0.357173120222733
614	heterogeneous	heterogeneous	correct	flu	rInfSC	0.999520259147886	1.20137700375021	0.820285667018224
614	heterogeneous	heterogeneous	correct	flu	rSC	1.81545203850426	2.11213929167775	1.57185109694758
615	heterogeneous	heterogeneous	correct	flu	alpha	0.0001351635	0.000553098375	6.70373375e-06
615	heterogeneous	heterogeneous	correct	flu	beta	0.516839109960811	0.58526612394554	0.457542347486585
615	heterogeneous	heterogeneous	correct	flu	pInf	0.403597264812915	0.443042365135914	0.367162970595002
615	heterogeneous	heterogeneous	correct	flu	rInfSC	1.14731200169714	1.36126360909736	0.950142873227215
615	heterogeneous	heterogeneous	correct	flu	rSC	1.7058864212848	1.98083257773084	1.4656895576997
616	heterogeneous	heterogeneous	correct	flu	alpha	0.0001019725	0.000474505875	4.20576125e-06
616	heterogeneous	heterogeneous	correct	flu	beta	0.499386070453854	0.573006279930024	0.442414507614921
616	heterogeneous	heterogeneous	correct	flu	pInf	0.393096858859797	0.436172128464117	0.357516733469015
616	heterogeneous	heterogeneous	correct	flu	rInfSC	0.98956014671918	1.18145851524662	0.828671275634028
616	heterogeneous	heterogeneous	correct	flu	rSC	1.84515464582515	2.1446578856493	1.57793967840942
617	heterogeneous	heterogeneous	correct	flu	alpha	0.000151483	0.0005614615	8.147945e-06
617	heterogeneous	heterogeneous	correct	flu	beta	0.471152817984218	0.532388015096069	0.41243022464344
617	heterogeneous	heterogeneous	correct	flu	pInf	0.375717830386084	0.412798948661564	0.337960602885809
617	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00599781202725	1.22485014694997	0.832459483756383
617	heterogeneous	heterogeneous	correct	flu	rSC	2.04676238011739	2.41144762914535	1.75534910576993
618	heterogeneous	heterogeneous	correct	flu	alpha	0.0001653545	0.00057050275	6.13486e-06
618	heterogeneous	heterogeneous	correct	flu	beta	0.497999158514503	0.562051690883362	0.43536355024996
618	heterogeneous	heterogeneous	correct	flu	pInf	0.392254553513374	0.429961576696262	0.352970602038671
618	heterogeneous	heterogeneous	correct	flu	rInfSC	1.12955869835665	1.34292571185292	0.94532483588683
618	heterogeneous	heterogeneous	correct	flu	rSC	1.64427449811935	1.90124906981212	1.41058323858422
619	heterogeneous	heterogeneous	correct	flu	alpha	0.000546128	0.00124196	8.54264625e-05
619	heterogeneous	heterogeneous	correct	flu	beta	0.434683520497847	0.498279243798202	0.377671177014866
619	heterogeneous	heterogeneous	correct	flu	pInf	0.352530454456592	0.392424745603851	0.314544139282746
619	heterogeneous	heterogeneous	correct	flu	rInfSC	1.1410139163766	1.35397900048281	0.950074773661054
619	heterogeneous	heterogeneous	correct	flu	rSC	2.14893863969236	2.50678471178153	1.83001275064566
62	heterogeneous	heterogeneous	correct	flu	alpha	0.000133655	0.000584009375	4.8980325e-06
62	heterogeneous	heterogeneous	correct	flu	beta	0.467622885345312	0.528321285660778	0.40690811524219
62	heterogeneous	heterogeneous	correct	flu	pInf	0.37351026063056	0.410406100206138	0.334294640856797
62	heterogeneous	heterogeneous	correct	flu	rInfSC	0.995143700326902	1.20454427580672	0.837112607587036
62	heterogeneous	heterogeneous	correct	flu	rSC	2.06455879907579	2.40489514046169	1.77351346420911
620	heterogeneous	heterogeneous	correct	flu	alpha	0.0002170725	0.0007203625	1.12547875e-05
620	heterogeneous	heterogeneous	correct	flu	beta	0.531744969270168	0.603686612121242	0.468269453540878
620	heterogeneous	heterogeneous	correct	flu	pInf	0.412421232272875	0.453207875722661	0.373915199790196
620	heterogeneous	heterogeneous	correct	flu	rInfSC	1.01288901375054	1.21450835869566	0.834720442059804
620	heterogeneous	heterogeneous	correct	flu	rSC	1.70267831338616	1.9719034440657	1.46919574051118
621	heterogeneous	heterogeneous	correct	flu	alpha	0.000297712	0.000864814875	2.06243e-05
621	heterogeneous	heterogeneous	correct	flu	beta	0.523073366513922	0.58809952793265	0.462992315628862
621	heterogeneous	heterogeneous	correct	flu	pInf	0.407303824983026	0.44461821728476	0.370602530981389
621	heterogeneous	heterogeneous	correct	flu	rInfSC	1.07051656358826	1.28729625361993	0.901324354382428
621	heterogeneous	heterogeneous	correct	flu	rSC	1.70637981524903	1.96537886871914	1.4749294952986
622	heterogeneous	heterogeneous	correct	flu	alpha	0.000236033	0.000778099375	1.35125875e-05
622	heterogeneous	heterogeneous	correct	flu	beta	0.498816005193438	0.56226717175799	0.44031970594806
622	heterogeneous	heterogeneous	correct	flu	pInf	0.392750785572637	0.430084498204946	0.356169434383757
622	heterogeneous	heterogeneous	correct	flu	rInfSC	1.03638219716131	1.2550813862155	0.848770362538807
622	heterogeneous	heterogeneous	correct	flu	rSC	1.72310555453127	2.04110224189131	1.46840254541521
623	heterogeneous	heterogeneous	correct	flu	alpha	0.000296607	0.0008483225	2.4586625e-05
623	heterogeneous	heterogeneous	correct	flu	beta	0.442212268149143	0.50214490215746	0.385780797764232
623	heterogeneous	heterogeneous	correct	flu	pInf	0.357386784643359	0.394768892341859	0.320080450288418
623	heterogeneous	heterogeneous	correct	flu	rInfSC	1.15379912123889	1.37956746817831	0.947573876097917
623	heterogeneous	heterogeneous	correct	flu	rSC	2.0061065886571	2.34447159260454	1.72847999693751
624	heterogeneous	heterogeneous	correct	flu	alpha	0.0001769175	0.000662828125	5.575125e-06
624	heterogeneous	heterogeneous	correct	flu	beta	0.45376583407886	0.517663287985857	0.39692596538035
624	heterogeneous	heterogeneous	correct	flu	pInf	0.364768534234996	0.404088543078502	0.327616172627466
624	heterogeneous	heterogeneous	correct	flu	rInfSC	1.03129676479745	1.23713285991833	0.856245024017461
624	heterogeneous	heterogeneous	correct	flu	rSC	2.02094303547224	2.3588161340449	1.73141217679217
625	heterogeneous	heterogeneous	correct	flu	alpha	0.000134835	0.000557303875	4.46352125e-06
625	heterogeneous	heterogeneous	correct	flu	beta	0.49398489750575	0.556770184399586	0.43361453827085
625	heterogeneous	heterogeneous	correct	flu	pInf	0.389810001556376	0.426943050415686	0.351837924957894
625	heterogeneous	heterogeneous	correct	flu	rInfSC	1.00235510793251	1.20779110143692	0.831893274318076
625	heterogeneous	heterogeneous	correct	flu	rSC	1.9645960180932	2.2959103089297	1.69544330599746
626	heterogeneous	heterogeneous	correct	flu	alpha	0.000253487	0.00077307075	1.43315375e-05
626	heterogeneous	heterogeneous	correct	flu	beta	0.548912206838804	0.62201046105497	0.479404818359643
626	heterogeneous	heterogeneous	correct	flu	pInf	0.422422245969382	0.46313597407645	0.380848199049343
626	heterogeneous	heterogeneous	correct	flu	rInfSC	0.974601877448319	1.16966283087709	0.814840058616762
626	heterogeneous	heterogeneous	correct	flu	rSC	1.6677744024165	1.94807076880469	1.4340004225905
627	heterogeneous	heterogeneous	correct	flu	alpha	0.00036424	0.000916572375	3.639225e-05
627	heterogeneous	heterogeneous	correct	flu	beta	0.452888398627846	0.51323503777858	0.395205554096451
627	heterogeneous	heterogeneous	correct	flu	pInf	0.364210915064841	0.401443713279457	0.326458417695866
627	heterogeneous	heterogeneous	correct	flu	rInfSC	0.929903853088411	1.11152562056764	0.771430183861958
627	heterogeneous	heterogeneous	correct	flu	rSC	2.211146856292	2.60788340944981	1.89212286817948
628	heterogeneous	heterogeneous	correct	flu	alpha	0.0004464	0.001037065	6.3431125e-05
628	heterogeneous	heterogeneous	correct	flu	beta	0.442134850210609	0.503189685929449	0.386831628344338
628	heterogeneous	heterogeneous	correct	flu	pInf	0.357337033539342	0.395400900252001	0.320794542421481
628	heterogeneous	heterogeneous	correct	flu	rInfSC	1.1704682088222	1.4071154323258	0.975140238716465
628	heterogeneous	heterogeneous	correct	flu	rSC	1.91770735809699	2.25920797794038	1.63602830645286
629	heterogeneous	heterogeneous	correct	flu	alpha	0.000280897	0.000832331375	2.5965275e-05
629	heterogeneous	heterogeneous	correct	flu	beta	0.484090418909256	0.54681971340811	0.426971579297077
629	heterogeneous	heterogeneous	correct	flu	pInf	0.383742521044969	0.42121240178111	0.347517902263697
629	heterogeneous	heterogeneous	correct	flu	rInfSC	1.16383815372797	1.39394384134416	0.976063273324982
629	heterogeneous	heterogeneous	correct	flu	rSC	1.72222270080131	2.00944184700581	1.48423985843886
63	heterogeneous	heterogeneous	correct	flu	alpha	0.0001334865	0.000549632375	5.07602125e-06
63	heterogeneous	heterogeneous	correct	flu	beta	0.512128561046857	0.580691442037381	0.4548312244758
63	heterogeneous	heterogeneous	correct	flu	pInf	0.40078125327372	0.440488619804195	0.36544490671462
63	heterogeneous	heterogeneous	correct	flu	rInfSC	1.21817443189749	1.44538995606907	1.00861954367921
63	heterogeneous	heterogeneous	correct	flu	rSC	1.66700562514405	1.94945647683862	1.43793455195605
630	heterogeneous	heterogeneous	correct	flu	alpha	0.000110129	0.000542718	3.6590125e-06
630	heterogeneous	heterogeneous	correct	flu	beta	0.566175188186489	0.641854165960536	0.501236990165825
630	heterogeneous	heterogeneous	correct	flu	pInf	0.432307390911662	0.473684346112361	0.394219128049904
630	heterogeneous	heterogeneous	correct	flu	rInfSC	0.885398456452914	1.05752175704834	0.738430578992002
630	heterogeneous	heterogeneous	correct	flu	rSC	1.78198171843101	2.0646182729765	1.52613003586175
631	heterogeneous	heterogeneous	correct	flu	alpha	9.77805e-05	0.000413812125	4.26212875e-06
631	heterogeneous	heterogeneous	correct	flu	beta	0.502552168506378	0.564035583861118	0.438991706373443
631	heterogeneous	heterogeneous	correct	flu	pInf	0.395015335071615	0.43109145314173	0.355313873575983
631	heterogeneous	heterogeneous	correct	flu	rInfSC	0.83649109707916	0.995354790661203	0.696035940262489
631	heterogeneous	heterogeneous	correct	flu	rSC	2.07881192661206	2.40825675764575	1.80378645164986
632	heterogeneous	heterogeneous	correct	flu	alpha	0.0001792455	0.000647455875	8.8331675e-06
632	heterogeneous	heterogeneous	correct	flu	beta	0.510358874209445	0.58054842235093	0.448287146873358
632	heterogeneous	heterogeneous	correct	flu	pInf	0.399719883993889	0.440408451055675	0.361278742180163
632	heterogeneous	heterogeneous	correct	flu	rInfSC	1.18921337045574	1.41433816551806	0.995531808722174
632	heterogeneous	heterogeneous	correct	flu	rSC	1.55129071265613	1.79862240351334	1.32376931680419
633	heterogeneous	heterogeneous	correct	flu	alpha	0.000146745	0.000557236625	7.86814125e-06
633	heterogeneous	heterogeneous	correct	flu	beta	0.40576625568122	0.469322021160697	0.353939838961406
633	heterogeneous	heterogeneous	correct	flu	pInf	0.333534066126305	0.374573849724052	0.29808280584263
633	heterogeneous	heterogeneous	correct	flu	rInfSC	1.22738919236993	1.47175261454217	1.01260041195886
633	heterogeneous	heterogeneous	correct	flu	rSC	1.97969428303061	2.32128426409937	1.67157871515406
634	heterogeneous	heterogeneous	correct	flu	alpha	0.0005516035	0.0012301175	0.00011316575
634	heterogeneous	heterogeneous	correct	flu	beta	0.515807181817055	0.578717975087672	0.456939251006733
634	heterogeneous	heterogeneous	correct	flu	pInf	0.402981502305897	0.439383340328357	0.366781193341826
634	heterogeneous	heterogeneous	correct	flu	rInfSC	0.79321957279566	0.947423895234849	0.658055044822274
634	heterogeneous	heterogeneous	correct	flu	rSC	1.9697137338042	2.30416580454968	1.69382250124127
635	heterogeneous	heterogeneous	correct	flu	alpha	8.52781e-05	0.0004201515	2.28690125e-06
635	heterogeneous	heterogeneous	correct	flu	beta	0.474305992747375	0.534262080693873	0.416959406975389
635	heterogeneous	heterogeneous	correct	flu	pInf	0.377683200950508	0.413898371493709	0.340952326813894
635	heterogeneous	heterogeneous	correct	flu	rInfSC	0.93682080524531	1.12546343816534	0.777236328509993
635	heterogeneous	heterogeneous	correct	flu	rSC	1.94321347445054	2.27972871828482	1.65847452847994
636	heterogeneous	heterogeneous	correct	flu	alpha	0.0002181175	0.00072928525	1.2848725e-05
636	heterogeneous	heterogeneous	correct	flu	beta	0.428281595021079	0.489619899158287	0.371951682553687
636	heterogeneous	heterogeneous	correct	flu	pInf	0.348372106208748	0.387140676404255	0.310612444779947
636	heterogeneous	heterogeneous	correct	flu	rInfSC	1.17110623530905	1.42460744731936	0.974564284050288
636	heterogeneous	heterogeneous	correct	flu	rSC	2.13501862940446	2.51724616026843	1.82587546219175
637	heterogeneous	heterogeneous	correct	flu	alpha	0.0001981965	0.000764753375	7.7997925e-06
637	heterogeneous	heterogeneous	correct	flu	beta	0.500792254611465	0.568206862267639	0.440376359650462
637	heterogeneous	heterogeneous	correct	flu	pInf	0.393949676686463	0.433459574136687	0.356205922310879
637	heterogeneous	heterogeneous	correct	flu	rInfSC	1.03112874812584	1.24727573120373	0.854606813200072
637	heterogeneous	heterogeneous	correct	flu	rSC	1.69238243613342	1.99331625816077	1.44711612505527
638	heterogeneous	heterogeneous	correct	flu	alpha	0.000317404	0.000941501625	1.38742e-05
638	heterogeneous	heterogeneous	correct	flu	beta	0.511222825718439	0.578007960705618	0.448496427761496
638	heterogeneous	heterogeneous	correct	flu	pInf	0.400238273503745	0.438985180454209	0.361412303147203
638	heterogeneous	heterogeneous	correct	flu	rInfSC	1.31916114573121	1.54863670848141	1.09661305199826
638	heterogeneous	heterogeneous	correct	flu	rSC	1.48182833981	1.72826577118646	1.26313490712938
639	heterogeneous	heterogeneous	correct	flu	alpha	0.000447518	0.00107713125	7.06292e-05
639	heterogeneous	heterogeneous	correct	flu	beta	0.520507288144293	0.591229607191234	0.458518377068552
639	heterogeneous	heterogeneous	correct	flu	pInf	0.405780968758474	0.446353895441978	0.367780336876522
639	heterogeneous	heterogeneous	correct	flu	rInfSC	0.871946044172204	1.05241195560571	0.713540048041764
639	heterogeneous	heterogeneous	correct	flu	rSC	1.84038020168277	2.17177838560182	1.579630062745
64	heterogeneous	heterogeneous	correct	flu	alpha	0.000120798	0.00052101025	6.14168875e-06
64	heterogeneous	heterogeneous	correct	flu	beta	0.519515930843283	0.586548902631425	0.458362298258952
64	heterogeneous	heterogeneous	correct	flu	pInf	0.405191593301684	0.443756372939152	0.36768165200199
64	heterogeneous	heterogeneous	correct	flu	rInfSC	1.04671434172419	1.2593082892806	0.869448990648032
64	heterogeneous	heterogeneous	correct	flu	rSC	1.83255572240145	2.12647209485869	1.58894293499197
640	heterogeneous	heterogeneous	correct	flu	alpha	0.00034697	0.000878942125	5.21681375e-05
640	heterogeneous	heterogeneous	correct	flu	beta	0.428281570785402	0.490898462655368	0.372904958884724
640	heterogeneous	heterogeneous	correct	flu	pInf	0.348372090417154	0.387923765962242	0.311269312520378
640	heterogeneous	heterogeneous	correct	flu	rInfSC	1.01688021790841	1.21565743799135	0.838571982226599
640	heterogeneous	heterogeneous	correct	flu	rSC	2.24155189991442	2.61930698179828	1.90654362335227
641	heterogeneous	heterogeneous	correct	flu	alpha	0.000437289	0.000975409625	7.18771625e-05
641	heterogeneous	heterogeneous	correct	flu	beta	0.441330348106314	0.500389958365595	0.384565725047661
641	heterogeneous	heterogeneous	correct	flu	pInf	0.356819801871942	0.393705815846791	0.319253770797534
641	heterogeneous	heterogeneous	correct	flu	rInfSC	1.04739570301069	1.26629915776592	0.86697091405083
641	heterogeneous	heterogeneous	correct	flu	rSC	1.96040953303343	2.29543865725752	1.68244349862826
642	heterogeneous	heterogeneous	correct	flu	alpha	0.0001598485	0.00061949125	8.176545e-06
642	heterogeneous	heterogeneous	correct	flu	beta	0.467310075990986	0.531645256596355	0.408189719543468
642	heterogeneous	heterogeneous	correct	flu	pInf	0.373314259508209	0.41236263160715	0.33514725841491
642	heterogeneous	heterogeneous	correct	flu	rInfSC	0.929847663778636	1.12112878048608	0.768411055694432
642	heterogeneous	heterogeneous	correct	flu	rSC	2.06597273558933	2.41584044908767	1.77888011668621
643	heterogeneous	heterogeneous	correct	flu	alpha	0.000365618	0.00090695	5.19022375e-05
643	heterogeneous	heterogeneous	correct	flu	beta	0.525005279170788	0.597973784405618	0.464730951733668
643	heterogeneous	heterogeneous	correct	flu	pInf	0.408447758061529	0.450075220189214	0.371695868277554
643	heterogeneous	heterogeneous	correct	flu	rInfSC	1.06765859307082	1.2691839798152	0.889777235403896
643	heterogeneous	heterogeneous	correct	flu	rSC	1.6074611938785	1.87683841062005	1.38582477636824
644	heterogeneous	heterogeneous	correct	flu	alpha	0.0001787575	0.0006961595	7.5387125e-06
644	heterogeneous	heterogeneous	correct	flu	beta	0.473352225821964	0.536896453650573	0.412687865475221
644	heterogeneous	heterogeneous	correct	flu	pInf	0.37708937265875	0.415440351003821	0.338131157147101
644	heterogeneous	heterogeneous	correct	flu	rInfSC	1.04592226713127	1.26466040477736	0.865287715923051
644	heterogeneous	heterogeneous	correct	flu	rSC	1.94537012258309	2.27586371462712	1.65214671905544
645	heterogeneous	heterogeneous	correct	flu	alpha	0.000349337	0.000933696625	3.803985e-05
645	heterogeneous	heterogeneous	correct	flu	beta	0.504141033054871	0.570253830618821	0.443060911853989
645	heterogeneous	heterogeneous	correct	flu	pInf	0.395975810460298	0.434618080301264	0.357931896322642
645	heterogeneous	heterogeneous	correct	flu	rInfSC	0.944652793624663	1.14291663162315	0.775321788547176
645	heterogeneous	heterogeneous	correct	flu	rSC	1.71147742869189	2.00691035321696	1.47462257269863
646	heterogeneous	heterogeneous	correct	flu	alpha	0.000269606	0.00076052575	1.6935275e-05
646	heterogeneous	heterogeneous	correct	flu	beta	0.488995921289939	0.55191434638876	0.43012776745938
646	heterogeneous	heterogeneous	correct	flu	pInf	0.386758171529505	0.424153601408193	0.349574005884621
646	heterogeneous	heterogeneous	correct	flu	rInfSC	0.952752988383447	1.13814513636346	0.784820587683421
646	heterogeneous	heterogeneous	correct	flu	rSC	1.90328460526132	2.23799807331442	1.63038609933489
647	heterogeneous	heterogeneous	correct	flu	alpha	0.0005146185	0.0011515175	9.13634625e-05
647	heterogeneous	heterogeneous	correct	flu	beta	0.455358672108476	0.516407760358479	0.39381011673524
647	heterogeneous	heterogeneous	correct	flu	pInf	0.365779549838878	0.403339944722844	0.325517882863638
647	heterogeneous	heterogeneous	correct	flu	rInfSC	1.07626349641705	1.28291951650178	0.896857042959443
647	heterogeneous	heterogeneous	correct	flu	rSC	2.1916151037925	2.56969369130324	1.87919971498396
648	heterogeneous	heterogeneous	correct	flu	alpha	0.000107848	0.00048258175	4.32508e-06
648	heterogeneous	heterogeneous	correct	flu	beta	0.493705355351013	0.556852136372868	0.434280303333441
648	heterogeneous	heterogeneous	correct	flu	pInf	0.389639403910473	0.426989993062426	0.352269329965151
648	heterogeneous	heterogeneous	correct	flu	rInfSC	1.14976231393914	1.36294212311919	0.958517752199849
648	heterogeneous	heterogeneous	correct	flu	rSC	1.84576424882118	2.14093543170583	1.59739268353692
649	heterogeneous	heterogeneous	correct	flu	alpha	0.0003666925	0.0009241495	2.94094875e-05
649	heterogeneous	heterogeneous	correct	flu	beta	0.50415231554986	0.57141890709224	0.44387626456842
649	heterogeneous	heterogeneous	correct	flu	pInf	0.395982625344307	0.435276420338207	0.358455198864754
649	heterogeneous	heterogeneous	correct	flu	rInfSC	0.91796598123145	1.09553279542627	0.751482772662211
649	heterogeneous	heterogeneous	correct	flu	rSC	1.83791096175728	2.1532697062716	1.56954430623679
65	heterogeneous	heterogeneous	correct	flu	alpha	0.0004590675	0.00106332375	5.66774875e-05
65	heterogeneous	heterogeneous	correct	flu	beta	0.459608116291874	0.51949484776892	0.400761607781648
65	heterogeneous	heterogeneous	correct	flu	pInf	0.36846891565269	0.4051790450566	0.330190270067425
65	heterogeneous	heterogeneous	correct	flu	rInfSC	1.06398825364677	1.29544032573573	0.883549550559356
65	heterogeneous	heterogeneous	correct	flu	rSC	1.9166616367131	2.25718802327905	1.64854064499792
