nSim	inference	data	correct_inference	combination	median	q97_5	q2_5
1	homogeneous	heterogeneous	incorrect	covid	0.237105393075179	0.276015571208966	0.201276016896282
10	homogeneous	heterogeneous	incorrect	covid	0.244828178440043	0.283563760347181	0.205365777018522
100	homogeneous	heterogeneous	incorrect	covid	0.235396351081672	0.274233264269511	0.196885656735705
11	homogeneous	heterogeneous	incorrect	covid	0.221417242431023	0.257233096872845	0.183115589000035
12	homogeneous	heterogeneous	incorrect	covid	0.211582933420158	0.24937748012663	0.175041745384607
13	homogeneous	heterogeneous	incorrect	covid	0.238005424090631	0.276035578451508	0.199850419219397
14	homogeneous	heterogeneous	incorrect	covid	0.225324213858381	0.261347266622713	0.191200800156773
15	homogeneous	heterogeneous	incorrect	covid	0.263978543647987	0.303331632488416	0.226178011064158
16	homogeneous	heterogeneous	incorrect	covid	0.221462037407392	0.260689448471728	0.184244449073807
17	homogeneous	heterogeneous	incorrect	covid	0.245882496374571	0.287199949810925	0.207017952935319
18	homogeneous	heterogeneous	incorrect	covid	0.232428166530983	0.271148226591157	0.194816552998901
19	homogeneous	heterogeneous	incorrect	covid	0.214807641036248	0.254125980078527	0.178048831130179
2	homogeneous	heterogeneous	incorrect	covid	0.231391429146507	0.270581153837176	0.191387444405295
20	homogeneous	heterogeneous	incorrect	covid	0.244462334863268	0.283587171884167	0.204324763586273
21	homogeneous	heterogeneous	incorrect	covid	0.236928818532801	0.275488891963802	0.199459311980365
22	homogeneous	heterogeneous	incorrect	covid	0.232871786475287	0.270301644944504	0.196269663128696
23	homogeneous	heterogeneous	incorrect	covid	0.291885971575523	0.329411293894041	0.253739810661804
24	homogeneous	heterogeneous	incorrect	covid	0.201401067365708	0.237657814940138	0.16461425690035
25	homogeneous	heterogeneous	incorrect	covid	0.265204496329458	0.306187347764318	0.225364750393736
26	homogeneous	heterogeneous	incorrect	covid	0.221584205083781	0.261093317743333	0.183964662620407
27	homogeneous	heterogeneous	incorrect	covid	0.229983143709766	0.270703360546162	0.19191043112707
28	homogeneous	heterogeneous	incorrect	covid	0.263184012344455	0.30344858378826	0.223234610771664
29	homogeneous	heterogeneous	incorrect	covid	0.217136311869734	0.254604461678819	0.178514834240753
3	homogeneous	heterogeneous	incorrect	covid	0.216748187612359	0.253876717995865	0.180271834411149
30	homogeneous	heterogeneous	incorrect	covid	0.206685227732584	0.246171305461018	0.170041764186659
31	homogeneous	heterogeneous	incorrect	covid	0.220889930921854	0.258927675935358	0.18420076178876
32	homogeneous	heterogeneous	incorrect	covid	0.255357576999891	0.298284204749357	0.214995627554512
33	homogeneous	heterogeneous	incorrect	covid	0.23233420510926	0.270229029934942	0.196004829554245
34	homogeneous	heterogeneous	incorrect	covid	0.250069811640853	0.291416921385603	0.211922116353308
35	homogeneous	heterogeneous	incorrect	covid	0.226861126055091	0.266376459019286	0.188573204160758
36	homogeneous	heterogeneous	incorrect	covid	0.207019375110663	0.246705778374096	0.171353713846526
37	homogeneous	heterogeneous	incorrect	covid	0.229008236556092	0.267759778666613	0.191154175565867
38	homogeneous	heterogeneous	incorrect	covid	0.222514504804598	0.261931507388267	0.185617385046811
39	homogeneous	heterogeneous	incorrect	covid	0.215076030915601	0.253717820561961	0.17801460720062
4	homogeneous	heterogeneous	incorrect	covid	0.214667380472482	0.25282270975668	0.176687761134075
40	homogeneous	heterogeneous	incorrect	covid	0.226751192857091	0.266479705378943	0.190312977368302
41	homogeneous	heterogeneous	incorrect	covid	0.225676655688202	0.263754853682102	0.189916962736508
42	homogeneous	heterogeneous	incorrect	covid	0.223520804876054	0.26253383331056	0.188441193858251
43	homogeneous	heterogeneous	incorrect	covid	0.22572835907495	0.263234104038435	0.190682348684855
44	homogeneous	heterogeneous	incorrect	covid	0.202715119463413	0.242513282351601	0.167369842110855
45	homogeneous	heterogeneous	incorrect	covid	0.239505143841257	0.278754516084663	0.20436378435817
46	homogeneous	heterogeneous	incorrect	covid	0.229668069379325	0.270551814123676	0.19188739881125
47	homogeneous	heterogeneous	incorrect	covid	0.180990360682589	0.217310643434128	0.146710937866686
48	homogeneous	heterogeneous	incorrect	covid	0.207728950929957	0.245524470009893	0.173615503909759
49	homogeneous	heterogeneous	incorrect	covid	0.23651126236388	0.278149008000391	0.197770113404887
5	homogeneous	heterogeneous	incorrect	covid	0.237328323465893	0.276744133872137	0.200351562989988
50	homogeneous	heterogeneous	incorrect	covid	0.231524126156601	0.273221170016921	0.193560695565077
51	homogeneous	heterogeneous	incorrect	covid	0.261572958861589	0.300572614785248	0.223096053457113
52	homogeneous	heterogeneous	incorrect	covid	0.23724517263657	0.273305549708764	0.200492663075523
53	homogeneous	heterogeneous	incorrect	covid	0.259836920306952	0.299899944936716	0.221430318049499
54	homogeneous	heterogeneous	incorrect	covid	0.210313501623493	0.247857141758992	0.174846027034626
55	homogeneous	heterogeneous	incorrect	covid	0.256857611446576	0.29398799687758	0.217492964231599
56	homogeneous	heterogeneous	incorrect	covid	0.272396399405615	0.310795705319174	0.234880588008304
57	homogeneous	heterogeneous	incorrect	covid	0.216296990489577	0.255321536881847	0.17972719770683
58	homogeneous	heterogeneous	incorrect	covid	0.215514496791356	0.253678818383139	0.178010098788037
59	homogeneous	heterogeneous	incorrect	covid	0.22039053865405	0.259434836917394	0.182138449099146
6	homogeneous	heterogeneous	incorrect	covid	0.200595139494996	0.23612190566248	0.166140268525462
60	homogeneous	heterogeneous	incorrect	covid	0.253509773522436	0.294723226664446	0.213781362061636
61	homogeneous	heterogeneous	incorrect	covid	0.218871511930945	0.258069150915097	0.181913851641225
62	homogeneous	heterogeneous	incorrect	covid	0.215958560262057	0.254536352353234	0.177554163947992
63	homogeneous	heterogeneous	incorrect	covid	0.240665411697874	0.28033236265556	0.203940810162084
64	homogeneous	heterogeneous	incorrect	covid	0.183982928734207	0.221857535467857	0.147847041710252
65	homogeneous	heterogeneous	incorrect	covid	0.212622455546299	0.253229544144522	0.177897058153449
66	homogeneous	heterogeneous	incorrect	covid	0.219623451773304	0.258720637827046	0.182577890629165
67	homogeneous	heterogeneous	incorrect	covid	0.222547388511278	0.260122832214679	0.18560371650497
68	homogeneous	heterogeneous	incorrect	covid	0.239327133018048	0.280019376537378	0.201623027564815
69	homogeneous	heterogeneous	incorrect	covid	0.242872057321195	0.282304981998012	0.206000332998705
7	homogeneous	heterogeneous	incorrect	covid	0.253528944583016	0.293584418113623	0.214765747525235
70	homogeneous	heterogeneous	incorrect	covid	0.260755162068957	0.302002592841379	0.223994171061154
71	homogeneous	heterogeneous	incorrect	covid	0.219735539368496	0.259389221651787	0.186086736575174
72	homogeneous	heterogeneous	incorrect	covid	0.244121464029069	0.283908450148849	0.20663556582393
73	homogeneous	heterogeneous	incorrect	covid	0.254374965634175	0.296903386777457	0.214591415104383
74	homogeneous	heterogeneous	incorrect	covid	0.235401378373896	0.27393363560925	0.198575382390126
75	homogeneous	heterogeneous	incorrect	covid	0.174908418977244	0.214136407586991	0.140793872962158
76	homogeneous	heterogeneous	incorrect	covid	0.25122228764882	0.289154564437016	0.213088603432639
77	homogeneous	heterogeneous	incorrect	covid	0.22120557714744	0.261515927420256	0.18474533519805
78	homogeneous	heterogeneous	incorrect	covid	0.216626348378908	0.256794690329556	0.18165570879642
79	homogeneous	heterogeneous	incorrect	covid	0.246936558982572	0.28495715248973	0.210778750045706
8	homogeneous	heterogeneous	incorrect	covid	0.259985957348579	0.300931316177113	0.218282835891038
80	homogeneous	heterogeneous	incorrect	covid	0.214233902139917	0.25093614425502	0.173210473515072
81	homogeneous	heterogeneous	incorrect	covid	0.195405352856897	0.233396262677591	0.159457524578438
82	homogeneous	heterogeneous	incorrect	covid	0.204521269091205	0.242166695021811	0.167435356361999
83	homogeneous	heterogeneous	incorrect	covid	0.231942405248273	0.270595208437941	0.195148685491543
84	homogeneous	heterogeneous	incorrect	covid	0.219646196242097	0.260405807269534	0.180527899912014
85	homogeneous	heterogeneous	incorrect	covid	0.245793825914119	0.28641488289839	0.207004343378098
86	homogeneous	heterogeneous	incorrect	covid	0.209951498988388	0.247461573577551	0.174891556053263
87	homogeneous	heterogeneous	incorrect	covid	0.239705114408567	0.277977885442079	0.202337556828959
88	homogeneous	heterogeneous	incorrect	covid	0.259876896456718	0.302658192139681	0.21967208590579
89	homogeneous	heterogeneous	incorrect	covid	0.226176648727065	0.267114727541811	0.188522892598012
9	homogeneous	heterogeneous	incorrect	covid	0.221281429727834	0.261022548293327	0.183359446215808
90	homogeneous	heterogeneous	incorrect	covid	0.220813722568427	0.26201727993886	0.183894241390915
91	homogeneous	heterogeneous	incorrect	covid	0.268772944122424	0.309386844235156	0.229380878169969
92	homogeneous	heterogeneous	incorrect	covid	0.25018202077988	0.291257170694114	0.211618956150284
93	homogeneous	heterogeneous	incorrect	covid	0.252195379763906	0.290288109375721	0.214641354794372
94	homogeneous	heterogeneous	incorrect	covid	0.222827089440994	0.260012473185432	0.184764642789712
95	homogeneous	heterogeneous	incorrect	covid	0.257967980959422	0.295847721293408	0.221591391074671
96	homogeneous	heterogeneous	incorrect	covid	0.238477093486534	0.282359524474092	0.199243996060676
97	homogeneous	heterogeneous	incorrect	covid	0.230392622232224	0.271108932719598	0.193330431851573
98	homogeneous	heterogeneous	incorrect	covid	0.238094948410123	0.279677141004843	0.198154032429505
99	homogeneous	heterogeneous	incorrect	covid	0.2088033913658	0.246827126336533	0.174663315777479
